,Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings
158,HIT,2020.0,UA,"Crime, Drama, Mystery            ","    Vikram is a 30-year-old cop. While he is battling with his own traumatic past, the stakes get high when a girl called Preethi mysteriously disappears in Hyderabad and Vikram has to solve the case at any cost.",125,7.8,2327
159,Nota,2018.0,A,Drama            ,    A bachelor who is unaware of the political world is appointed a Chief Minister when his corrupt father retires.,145,6.4,2309
160,U Turn,2018.0,UA,"Mystery, Thriller            ",    The plot revolves around the death of motorists who break a traffic rule at a particular flyover in Hyderabad and the subsequent pinning down of the culprit by an intern journalist and police inspector duo.,128,7.0,2307
161,Thammudu,1999.0,U,"Action, Drama, Sport            ","    An aimless student is banished from his home by his father. When his brother, a boxing champion, gets injured, the student must step up and take his brother's place.",160,7.8,2279
162,Zanjeer,2013.0,UA,"Action, Drama            ",    ACP Vijay Khanna is transferred to Mumbai where he will have do deal with the oil mafia led by Rudra Pratap Teja.,137,3.2,2249
163,Ezra,2017.0,U,"Horror, Mystery, Thriller            ","    A newly married woman brings an antique Jewish box into her home, unaware that the box contains the ghost of Abraham Ezra.",147,6.7,2243
164,Bhaagamathie,2018.0,UA,"Action, Horror, Thriller            ","    IAS officer Chanchala Reddy is imprisoned in a haunted house, while she is interrogated by law enforcers investigating a politician they suspect of corruption.",138,7.0,2217
165,Adhurs,2010.0,UA,"Action, Comedy, Thriller            ",    Male twins are separated at birth and live their lives in different backgrounds - until one gets abducted.,150,6.7,2196
166,Aditya 369,1991.0,U,"Family, Sci-Fi, Adventure            ","    A group of children use a time machine to investigate a robbery. The protagonist couple, in their attempt to rescue the kids, get stuck in the machine and travel all the way back to the ...                See full summary »",140,8.4,2179
167,Sardaar Gabbar Singh,2016.0,UA,"Action, Comedy            ",    A kingdom called Rathanpur was taken ruthlessly by a feudal lord named Bhairav Singh. The princess of that empire was in a hopeless situation until a maverick cop named Sardaar Gabbar Singh came along.,164,4.8,2178
168,Gitanjali,1989.0,UA,"Drama, Romance            ","    On a fog swept chilly hill station, a terminally ill young man (Prakash) meets a boisterous girl (gitanjali). Love blossoms, but there's a shadow behind the light she radiates.",150,8.2,2176
169,Ninnu Kori,2017.0,U,"Comedy, Romance            ","    Two lovers, Pallavi and Uma get separated by circumstances, but reconnect years later, when Pallavi is happily married to someone else.",137,7.6,2166
170,Indra,2002.0,U,"Action, Drama            ","    Since 1965 bitter hatred and animosity has reigned between two families, namely that of Indrasen's and the Reddys, which results in the death of Indrasen's dad, and his two uncles, one of ...                See full summary »",173,7.4,2129
171,Vishwaroopam 2,2018.0,,"Action, Thriller            ","    A continuation of Vishwaroopam (2013), it showcases Wisam's relationship with his wife and team as he struggles to counter an impending terror attack planned by his archenemy, Omar.",145,5.9,2074
172,Oru Adaar Love,2019.0,UA,"Comedy, Romance            ","    The movie depicts the life and times of a group of schoolmates who are best buddies. As they journey through the most memorable times of their lives, lasting friendships are forged and extraordinary tales of romance blossom.",145,5.5,2059
173,Tholi Prema,2018.0,UA,Romance            ,    A love story that weathers time and emotions. Aditya sees Varsha and it is love at first sight for him. What transpires over the next 7 years is what makes their love stronger.,137,7.3,2058
174,Brochevarevarura,2019.0,U,Comedy            ,"    This is the story of 'R3 batch' consisting of Rocky, Rambo and Rahul, three friends who keep failing every year and are stuck with studying inter.",138,8.0,2053
175,7/G Rainbow Colony,2004.0,A,"Drama, Romance            ",    A neighborhood good-for-nothing attempts to romance the new girl in town.,185,7.8,2042
176,Tagore,2003.0,U,"Action, Drama            ","    Ravindranath Tagore, a physics professor, forms the ACF [Anti Corruption Force] along with his former students to take on corruption in society.",175,7.8,2032
177,Gang Leader,2019.0,UA,"Action, Comedy            ","    Nani plays the gang leader of five women belonging to different age groups, helping them to plot revenge.",155,7.6,2027
178,Bujjigaadu: Made in Chennai,2008.0,A,"Action, Drama            ","    Bujji (Prabhas) runs away from his home in his childhood because of a dispute with his girlfriend Chitti (Trisha). He ends up in Chennai for 12 years, and the rest of the story is about how they meet now to make their love successful.",150,6.4,1970
179,Sye,2004.0,A,"Action, Drama, Sport            ",    Students of a college form a Rugby team and play against a violent gang of thugs to get back their college land.,167,7.4,1961
180,Yevade Subramanyam,2015.0,U,"Adventure, Comedy, Drama            ",    A man who is overly focused on long-term career goals is exposed to the opposite attitude in a friend who believes in living life to the fullest rather than sacrificing present joy for future success.,150,7.6,1944
181,Mathu Vadalara,2019.0,UA,"Comedy, Crime, Thriller            ","    Simha is a courier delivery boy who gets peanuts as salary despite putting in a lot of hard work. As Babu gets frustrated with his job, his friend and roommate Satya shows him how to get '...                See full summary »",130,8.3,1935
182,Katamarayudu,2017.0,UA,"Action, Comedy            ",    A man with a violent streak is trying to reform but gets pushed into a situation where he has to take action.,146,5.7,1933
183,Maari 2,2018.0,UA,"Action, Comedy            ","    Gangster Maari squares off against Beeja, a hardened criminal who considers himself to be the God of death.",143,5.6,1925
184,Gautamiputra Satakarni,2017.0,UA,"Action, History            ",    This movie chronicles the life of a South Indian ruler of the Satavahana Empire in South India in the 2nd century CE.,131,6.5,1909
185,Rx 100,2018.0,A,"Action, Drama, Romance            ","    Believing his girlfriend loves him even after being married, a man waits for her return and in the process ignites violence.",153,6.9,1897
186,A... Aa,2016.0,U,"Comedy, Romance            ",    Anand and Anasuya meet each other on a train ride. The two eventually fall in love and have to fight for their relationship.,152,6.8,1892
187,Aalavandhan,2001.0,A,"Action, Thriller            ","    A psychopath tries to protect his twin brother from a lady he visualizes as his evil stepmother, and eventually ends up fighting with him.",177,7.1,1891
188,F2: Fun and Frustration,2019.0,UA,Comedy            ,"    After Venky, Varun also gets married thinking he can keep the wife in control but both of them get frustrated with the marital life which generates fun.",148,6.2,1878
189,The House Next Door,2017.0,A,Horror            ,"    A young married couple begin to encounter several paranormal attacks, when a family moves into a neighbouring house, that is being haunted by a vengeful spirit, which leads them to perform an exorcism in order to help save the neighbours.",137,6.8,1865
190,Krishna Gaadi Veera Prema Gaadha,2016.0,UA,"Action, Comedy, Romance            ","    Krishna (Nani) is a coward who is in love with Mahalakshmi (Mehreen Pirzada) and they have kept it a secret. Mahalakshmi is sister of Ramaraju, who in turn is a henchmen of Rajayya. At the ...                See full summary »",148,7.5,1854
191,Prince,2010.0,UA,"Action, Sci-Fi, Thriller            ",    A thief is caught in a race against time after he wakes up with no memory and has to find an antique coin which might be the root cause.,138,4.2,1838
192,Sankarabharanam,1980.0,U,"Drama, Musical, Romance            ","    The story of a rare and exceptional bond between the master of classical music Sankara Sastry and his admirer Tulasi, a woman from a family of prostitutes.",143,8.7,1829
193,Thoongaavanam,2015.0,UA,"Action, Thriller            ","    A cop with a connection to the criminal underworld finds his secret life exposed when he and his partner are caught stealing cocaine from a powerful drug dealer, a move that puts his son's life in jeopardy.",128,7.0,1821
194,Govindudu Andari Vaadele,2014.0,,"Action, Drama            ",    A man returns to India to find his family on the brink of a rift. He must push past his tendency to take everything lightly and work to heal his clan.,160,5.6,1815
195,Anand,2004.0,U,"Comedy, Drama, Musical            ","    A rich guy falls in love with an independent and strong-minded girl, and moves into her simple neighborhood to earn her love.",180,7.8,1814
196,Raja Kumarudu,1999.0,,"Comedy, Drama, Romance            ","    After the passing away of his parents, Raja lives with his uncle Dhananjay. Dhananjay manages a hotel while Raja is a model. Raja meets Rani and both fall in love. Meanwhile, Dhananjay ...                See full summary »",0,6.7,1806
197,Baba,2002.0,,"Action, Drama, Fantasy            ","    Baba (Rajini) an atheist, by a twist of fate, acquires magical powers from a divine source and takes on crooked politicians.",179,5.1,1795
198,Dhammu,2012.0,A,"Action, Drama            ",    An orphan gets adopted by a rich and powerful family looking for a heir. But the family has a dark violent past due to dispute with a rival family. What will he do when the fate of his village depends on him?,155,5.2,1794
199,Ramayya Vastavayya,2013.0,A,"Action, Drama            ",    Nandu a happy go lucky boy falls in love with Akarsha (Samantha) only to avenge his fiance's death.,167,5.1,1773
